,CHLA,ALK,TDP,TDN,K,MG,SRSI,MN,CL,FE,SO4,DOC,NO3,PARTN,NA,COND,NH3,DIC,PARTP,PH,CA,NO2,PARTC,SECCHI_DEPTHS,MEAN_DAILY_DISCHARGE,clusters
647,1.6475,162.0,9.4,532.0,0.27,1.0,7.626,0.0,0.44,0.43,3.9,1424.0,39.0,0.0,1.94,31.0,12.0,245.0,1.0,5.88,3.82,1.4,0.0,4.25,0.004,3
648,1.6475,0.0,9.2,829.0,0.28,0.98,6.775,0.0,0.19,0.81,0.7,1238.5,3.0,21.0,1.14,39.5,40.0,226.0,2.0,4.08,2.92,6.0,21.0,4.25,0.004,2
649,1.6475,41.5,5.5,485.5,0.07,0.595,7.451,0.0,0.37,0.365,2.205,1579.0,48.0,0.0,0.965,20.5,18.0,344.0,1.0,4.92,2.075,1.6,0.0,4.25,0.004,2
650,1.37,168.0,2.6,267.0,0.4,0.72,2.701,0.0,0.22,0.0,1.81,603.0,31.0,37.0,1.01,25.125,9.0,190.0,2.0,6.4,2.79,0.4,37.0,3.75,0.004,0
651,1.19,183.0,2.3,202.0,0.4,0.62,0.871,0.1,0.19,0.0,1.36,361.0,0.0,46.0,0.69,25.125,7.0,217.0,3.0,6.59,2.97,0.2,46.0,5.0,0.004,0
652,6.925,90.0,6.0,323.0,0.22,0.495,0.518,0.0,0.23,0.085,1.19,729.0,2.5,194.5,0.87,17.0,9.65,125.5,19.5,6.5,1.545,0.0,1359.0,2.25,0.0,4
653,3.515,159.0,8.5,297.5,0.24,0.505,0.4535,0.0,0.225,0.04,1.285,726.5,1.5,160.0,0.93,17.0,9.65,105.0,18.0,6.51,1.58,0.0,1437.0,1.75,0.0,4
654,24.615,197.0,6.5,311.5,0.205,0.54,0.2925,0.0,0.21,0.025,1.295,717.5,0.5,433.0,0.985,16.0,9.65,50.0,28.0,7.8,1.665,1.0,2367.0,1.25,0.0,4
655,56.575,217.0,6.0,482.0,0.195,0.5,0.2595,0.0,0.165,0.05,1.09,724.5,29.5,702.0,0.95,16.0,9.65,19.5,24.0,8.86,1.55,1.0,3443.5,1.0,0.0,4
656,11.32,189.0,6.0,541.0,0.21,0.525,0.211,0.0,0.175,0.065,1.05,667.0,143.0,631.0,1.015,17.5,9.65,85.0,15.0,6.64,1.685,2.0,1490.0,1.75,0.0,4
657,11.54,93.05,7.0,432.0,0.19,0.51,0.5425,0.0,0.19,0.03,0.795,633.0,154.0,190.0,0.98,18.0,9.65,74.0,20.0,6.26,1.62,2.0,1214.0,1.25,0.0,4
658,11.725,177.0,5.5,420.0,0.19,0.505,0.187,0.0,0.18,0.025,1.01,653.0,104.0,225.5,0.975,16.0,9.65,73.5,15.0,6.89,1.6,2.5,1601.0,1.5,0.0,4
659,18.465,188.0,6.5,343.0,0.195,0.515,0.052,0.0,0.195,0.02,0.98,655.0,8.5,297.0,1.01,15.5,9.65,78.5,19.5,7.12,1.59,0.0,2010.0,1.5,0.0,4
660,36.9,217.0,7.0,333.0,0.16,0.485,0.134,0.0,0.2,0.035,0.945,644.5,16.0,395.0,0.92,15.0,9.65,75.5,26.0,6.81,1.5,1.0,2798.0,1.5,0.0,4
661,40.545,219.0,9.0,347.0,0.1,0.46,0.276,0.0,0.2,0.04,0.94,661.0,1.5,481.0,0.925,15.0,9.65,53.0,32.0,7.48,1.44,0.0,4207.5,1.0,0.0,4
662,13.185,195.0,13.5,401.0,0.155,0.47,0.296,0.0,0.23,0.04,0.97,696.5,16.0,289.7,0.925,16.0,9.65,137.0,23.0,6.3,1.34,0.0,1884.5,1.25,0.0,4
663,21.99,265.0,7.5,973.0,0.195,0.545,0.5185,0.065975,0.255,0.23,0.47,650.5,246.5,289.7,0.8,23.0,9.65,314.5,24.0,6.25,1.78,2.0,1884.5,1.5,0.0,4
664,4.72,84.0,7.8235,460.0,0.21,0.49,0.842,0.0179,0.19,0.12,1.13,597.0,139.0,107.0,0.9,17.0,9.65,109.0,13.0,6.54,1.64,2.0,835.5,2.5,0.0,4
665,5.98,87.0,8.0,343.0,0.22,0.52,0.616,0.0,0.22,0.07,1.26,591.0,36.0,145.0,0.99,16.0,9.65,95.0,16.0,6.55,1.69,2.0,979.0,1.5,0.0,4
666,6.26,84.0,8.0,304.0,0.26,0.55,0.325,0.0,0.9,0.06,1.38,579.0,1.0,139.0,1.02,16.0,9.65,107.0,22.0,6.57,1.75,0.0,1043.0,1.75,0.0,4
667,28.115,193.0,6.5,312.0,0.175,0.475,0.2065,0.0,0.19,0.03,1.14,617.5,0.0,362.0,0.875,15.0,9.65,58.5,25.0,7.22,1.445,0.0,1853.0,1.5,0.0,4
668,58.96,114.0,6.0,382.0,0.13,0.48,0.571,0.0,0.14,0.07,0.89,780.0,9.0,387.0,0.86,14.0,9.65,17.0,29.0,7.5,1.5,1.0,1884.5,0.75,0.0,4
669,21.58,86.0,7.0,408.5,0.125,0.47,1.307,0.02245,0.125,0.11,0.845,903.0,6.5,395.5,0.805,15.0,9.65,57.5,13.0,6.35,1.545,1.0,1988.4,0.75,0.0,4
670,11.53,71.0,7.0,377.0,0.1,0.45,1.314,0.0,0.13,0.07,0.74,992.0,0.0,223.0,0.78,14.0,9.65,75.0,16.0,6.33,1.42,1.0,1474.5,1.5,0.0,4
671,17.71,162.0,7.5,360.0,0.105,0.46,1.093,0.0,0.13,0.06,0.685,988.0,1.0,241.5,0.845,14.0,9.65,28.5,21.5,6.84,1.495,3.0,2152.0,1.25,0.0,4
672,35.08,86.0,9.0,348.0,0.12,0.44,0.898,0.0,0.23,0.08,0.41,861.0,0.0,436.0,0.84,14.0,9.65,57.0,27.0,6.69,1.46,1.0,2538.0,1.0,0.0,4
673,36.15,97.0,8.0,333.0,0.08,0.48,0.886,0.0,0.16,0.06,0.78,779.0,3.0,357.0,0.89,14.0,9.65,96.0,24.0,6.37,1.58,1.0,2390.0,0.75,0.0,4
674,9.18,76.0,9.0,361.0,0.1,0.49,0.97,0.0176,0.17,0.06,0.67,793.0,0.0,406.0,0.91,15.0,9.65,108.0,33.0,6.14,1.43,0.0,2845.0,0.75,0.0,4
675,18.58,61.4,7.0,543.0,0.22,0.55,1.08,0.0304,0.25,0.07,0.9,734.0,92.0,338.0,1.0,16.0,9.65,234.0,28.0,6.15,1.84,2.0,2523.0,0.75,0.0,4
676,7.13,107.4,7.847,614.0,0.0,0.47,1.169,0.009,0.21,0.23,0.97,738.0,109.0,292.5,0.78,15.75,157.0,74.0,12.0,6.45,1.77,1.0,2466.0,1.5,0.0,4
677,11.93,97.5,6.7,322.0,0.0,0.455,0.882,0.0009,0.215,0.115,1.02,661.0,15.0,189.75,0.84,15.75,0.0,172.0,16.5,6.56,1.505,1.0,1446.5,1.25,0.0,4
678,16.57,93.4,8.15,340.0,0.0,0.44,0.362,0.003,0.22,0.04,0.99,650.0,0.0,289.7,0.89,15.75,3.0,100.0,21.0,6.6,1.43,0.0,1630.9,1.25,0.0,4
679,34.19,125.8,6.507,414.0,0.0,0.47,0.265,0.006,0.16,0.06,0.87,663.0,16.0,715.8,0.89,15.75,2.0,23.0,21.0,9.15,1.49,0.0,3384.87,1.25,0.0,4
680,36.605,112.1,8.882,487.0,0.0,0.49,0.646,0.011,0.165,0.135,0.78,794.0,53.0,665.3,0.855,15.75,5.0,59.0,19.5,7.13,1.59,2.0,3063.5,0.75,0.0,4
681,15.05,87.4,9.451,448.0,0.0,0.46,0.465,0.0016,0.17,0.04,0.67,689.0,0.0,216.7,0.89,15.75,5.0,48.0,15.0,7.14,1.5,1.0,1552.6,1.5,0.0,4
682,26.18,93.4,9.4305,407.5,0.0,0.46,0.389,0.0018,0.175,0.05,0.66,699.0,3.0,390.5,0.915,15.75,5.0,46.0,20.5,7.6,1.49,1.0,2753.1,1.0,0.0,4
683,42.27,101.4,9.248,387.0,0.0,0.45,0.391,0.0,0.18,0.07,0.7,698.0,1.0,492.4,0.94,15.75,1.0,74.0,29.0,6.78,1.51,0.0,3746.0,1.25,0.0,4
684,38.05,94.0,9.991,388.0,0.0,0.45,0.461,0.0,0.17,0.08,0.76,693.0,1.0,442.1,0.86,15.75,5.0,117.0,34.0,6.4,1.4,0.0,3509.7,0.75,0.0,4
685,4.22,76.0,5.94,707.0,0.23,0.41,0.726,0.0,0.29,0.06,0.85,697.0,3.0,121.2,0.89,15.75,9.65,79.0,13.0,6.68,1.41,0.0,974.0,1.25,0.0,4
686,6.81,76.6,10.15,356.0,0.18,0.45,0.622,0.0,0.22,0.04,0.88,766.0,0.0,169.1,0.87,15.75,5.0,60.0,23.0,6.46,1.48,1.0,1215.5,1.25,0.0,4
687,60.855,104.0,6.7185,474.5,0.165,0.455,0.5065,0.0,0.205,0.07,0.735,785.0,21.5,703.35,0.92,15.75,14.5,14.0,27.5,8.57,1.535,1.0,3551.4,1.25,0.0,4
688,10.99,132.0,8.291,440.0,0.16,0.44,0.545,0.0,0.22,0.05,0.68,721.0,79.0,260.3,0.86,15.75,0.0,78.0,91.0,6.52,1.56,2.0,1311.3,1.25,0.0,4
689,21.895,137.0,6.3065,404.5,0.155,0.45,0.3775,0.0,0.185,0.035,0.62,690.0,0.0,321.75,0.91,15.75,18.5,27.0,16.5,8.83,1.445,0.0,2567.5,0.75,0.0,4
690,40.18,98.0,7.711,379.0,0.12,0.44,0.374,0.0,0.16,0.04,0.59,640.0,1.0,482.4,0.91,15.75,36.0,31.0,25.0,8.8,1.47,2.0,3936.3,1.25,0.0,4
691,29.885,94.5,8.6015,350.0,0.12,0.435,0.388,0.0,0.17,0.04,0.6,645.5,6.0,280.6,0.89,15.75,0.0,52.0,28.5,7.51,1.47,5.0,2561.45,1.25,0.0,4
692,58.61,90.0,11.0,370.0,0.11,0.42,0.387,0.0,0.2,0.05,0.65,634.0,6.0,539.4,0.94,15.75,21.0,36.0,38.0,8.63,1.41,0.0,4848.0,0.5,0.0,4
693,58.82,84.0,6.646,373.0,0.17,0.47,0.997,0.0261,0.18,0.08,0.76,782.0,0.0,521.0,0.86,15.75,52.0,155.0,38.0,6.15,1.52,2.0,3882.0,0.5,0.0,4
694,20.82,106.0,8.7,607.0,0.22,0.51,1.351,0.0528,0.19,0.22,0.81,806.0,63.0,261.7,0.89,15.75,170.0,250.0,29.0,6.1,1.78,5.0,1794.3,1.25,0.0,4
695,22.31,153.0,8.9,1046.0,0.26,0.53,1.481,0.0743,0.22,0.49,0.84,785.0,47.0,313.7,0.89,15.75,631.0,406.0,32.0,6.09,1.94,12.0,2601.2,1.25,0.0,4
696,6.04,87.8,6.9,386.971,0.22,0.52,1.542,0.0,0.23,0.12,0.92,719.0,69.3,194.0,0.76,15.75,16.32,106.0,21.0,6.67,1.63,2.6,1642.0,1.75,0.0,4
697,4.1,80.6,7.7,323.272,0.16,0.4,1.043,0.0,0.23,0.05,1.02,679.0,0.1,120.0,0.81,15.75,16.19,93.0,17.0,6.67,1.37,1.4,892.0,2.0,0.0,4
698,15.2,79.2,9.6,386.441,0.17,0.4,0.512,0.0,0.22,0.02,1.12,702.0,1.8,238.0,0.78,15.75,27.31,63.0,19.0,7.12,1.4,1.3,1471.0,1.25,0.0,4
699,47.68,112.4,8.9,491.0,0.14,0.42,0.469,0.0,0.21,0.06,0.9,725.0,18.8,557.0,0.83,15.75,11.3,28.0,27.0,7.9,1.44,1.6,2750.0,0.75,0.0,4
700,10.13,68.4,7.3,407.2,0.23,0.4,0.974,0.0212,0.18,0.09,0.71,1106.0,113.4,222.0,0.68,15.75,26.5,65.0,15.0,5.91,1.38,1.6,1414.0,1.0,0.0,4
701,6.81,60.0,9.3,380.3,0.25,0.4,0.653,0.0171,0.19,0.07,0.57,1053.0,3.8,174.0,0.73,14.5,11.5,98.0,19.0,5.95,1.43,1.0,1143.0,1.75,0.0,4
702,12.44,69.4,9.1,379.8,0.21,0.39,0.228,0.0,0.16,0.06,0.54,952.0,29.5,166.0,0.68,15.75,16.3,68.0,21.0,6.19,1.42,1.7,1755.0,1.25,0.0,4
703,25.13,69.2,8.6,340.6,0.22,0.38,0.227,0.0,0.16,0.06,0.61,909.0,0.9,238.0,0.67,15.75,12.4,50.0,30.0,6.48,1.39,1.2,2352.0,1.0,0.0,4
704,16.68,61.0,8.2,390.6,0.2,0.39,0.569,0.0,0.17,0.07,0.62,970.0,0.6,321.0,0.67,15.75,19.9,67.0,43.0,6.04,1.24,1.6,2991.0,1.25,0.0,4
705,50.84,66.8,7.8,377.0,0.2,0.4,1.185,0.0324,0.17,0.16,0.64,1101.0,0.0,393.0,0.66,15.75,8.0,142.0,43.0,5.62,1.31,1.3,2977.0,0.75,0.0,4
706,11.65,126.2,2.4,899.0,0.27,0.43,1.936,0.0799,0.21,0.41,0.76,982.0,63.0,419.0,0.69,15.75,510.0,344.0,39.0,5.8,1.61,1.3,3456.0,0.75,0.0,4
707,5.46,73.0,9.9,308.0,0.22,0.39,1.502,0.0,0.17,0.14,0.17,785.0,0.2,179.0,0.67,15.75,6.0,62.0,20.0,6.52,1.36,0.9,1558.0,1.75,0.0,4
708,27.68,70.0,7.3,482.0,0.14,0.4,1.394,0.0,0.14,0.09,0.14,916.0,37.0,285.0,0.73,15.75,7.0,24.0,23.0,6.46,1.4,1.5,1453.0,1.0,0.0,4
709,9.27,66.0,8.0,369.0,0.14,0.39,0.733,0.0,0.13,0.04,0.13,745.0,0.1,189.0,0.74,15.75,5.0,45.0,21.0,6.38,1.33,0.7,1632.0,2.0,0.0,4
710,9.65,83.0,6.7,358.0,0.13,0.38,0.383,0.0,0.13,0.02,0.13,683.0,11.0,125.0,0.74,15.75,5.0,59.0,15.0,6.45,1.28,0.9,827.0,1.0,0.0,4
711,4.09,71.0,6.2,324.0,0.14,0.39,0.348,0.0,0.14,0.02,0.14,657.0,0.0,166.0,0.74,15.75,6.0,157.0,26.0,5.8,1.13,0.6,1242.0,2.25,0.0,4
712,10.28,210.0,15.3,2256.0,0.36,0.54,0.01,0.1,0.22,2.33,0.22,843.0,3.0,252.0,0.79,15.75,9.65,691.0,38.0,5.75,2.09,1.0,252.0,1.25,0.0,4
